ID	NAME
m02671	P1,P4-bis(5-guanosyl)-tetraphosphate
m00855	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA
m02584	nicotinate D-ribonucleoside
m01192	7-hydroperoxy-H4-neuroprostane
m00674	2-phospho-D-glycerate
m00958	4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
m01472	cholesterol-ester-6,9,12,15,18-tetraco
m02688	pentadecanoylcarnitine
m00511	1-acyl-PE pool
m01618	cPMP
m01979	glutathionyl-3-hydroxykynurenine glucoside
m01637	dADP
m02198	IV3Neu5Ac,III4Fuc-Lc4Cer
m02364	leukotriene B4
m02410	L-oleoylcarnitine
m02174	iodide
m00164	(R)-5-diphosphomevalonate
m01999	glycolipid
m02449	maltopentaose
m01923	gamma-carboxyethyl-hydroxychroman
m02523	N-acetyl-D-glucosaminylphosphatidylinositol
m00682	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA
m00171	(S)-3-hydroxy-2-methylbutyryl-CoA
m00685	3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA
m00051	(2E)-hexadecenoyl-CoA
m03025	trans,cis-octadeca-2,9-dienoyl-CoA
m02714	peroxynitrite
m02767	procollagen-5-hydroxy-L-lysine
m02980	THF
m00331	12-oxo-20-hydroxy-LTB4
m01778	elaidate
m01398	bilirubin-monoglucuronoside
m02393	lipoamide
m00598	20-OH-hepoxilin A3
m01438	chitin-component
m01768	edaravone
m02000	glycolithocholate
m02868	saccharopine
m01194	7-hydroxy-E4-neuroprostane
m00074	(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA
m00975	4-bromophenol-2,3-epoxide
m01060	5,8-epoxy-13-cis-retinoate
m02191	itaconate
m00727	3,4-dihydroxymandelate
m02861	S-(formylmethyl)glutathione
m01350	apoA1
m00803	3-hydroxytridecanoyl-[ACP]
m02433	m3gacpail heparan sulfate
m02444	malonyl-CoA
m01359	apoE
m01967	glucose-1-phosphate
m00722	3,3-diiodo-L-thyronine-beta-D-glucuronoside
temp004	xenobiotics
m02163	III3Fuc-nLc4Cer
m01238	9-heptadecylenic acid
m00063	(2E)-pentenoyl-CoA
m01315	alloxan
m01650	decanoyl-CoA
m00747	3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one
m02751	Pi
m03066	tRNA(asp)
m03012	trans,cis-2,11-eicosadienoyl-CoA
m02472	methionyl-peptide
m02908	SM pool
m01219	9,10-epoxy-(6Z,12Z)-octadecadienoic acid
m02964	taurodeoxycholate
m00665	2-methylcitrate
m00122	(8Z,11Z)-eicosadienoylcarnitine
m00344	13-carboxy-alpha-tocopherol
m02422	lumisterol 3
m01709	dIMP
m00633	2-aminomuconate semialdehyde
m02471	methionine
m02712	perillyl alcohol
m01144	6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate
m00286	11-carboxy-alpha-chromanol
m01292	adrenochrome
m01331	alpha-tocotrienoxyl radical
m01666	deoxyadenosine
m02183	isocitrate
m00134	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA
m01749	dTDP-6-deoxy-L-mannose
m00094	(4Z,7Z,10Z,13Z,16Z)-DPA
m02979	tetrahydropteroyltri-L-glutamate
m00343	13,16,19-docosatrienoyl-CoA
m00480	1-acylglycerol-3P-heneico
m02340	L-arginyl-tRNA(arg)
m01502	cholesterol-ester-nanode
m02834	retinol
m00662	2-methylacetoacetyl-CoA
m00026	(18E)-20-oxo-20-CoA-LTB4
m02003	glycoprotein-phospho-D-mannose
m02847	RNA
m01944	GD1beta
m02377	L-glutamyl-tRNA(glu)
m00258	10,11-dihydro-LTB4-CoA
m01705	dihydrothymine
m00046	(2E)-heptadecenoyl-CoA
m00290	11-cis-retinal
m02164	III3Fuc-nLc6Cer
m01201	8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate
m00392	15-keto-prostaglandin F2alpha
m02538	N-acetyl-LTE4
m01045	5,10-methylene-THF
m00031	(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene
m01695	digalactosylceramidesulfate
m00977	4-cholesten-7alpha,12alpha,27-triol-3-one
m00156	(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline
m01531	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5
m02128	histone-N6-acetyl-L-lysine
m02745	physeteric acid
m01141	5-tetradecenoyl-CoA
m02496	N(omega)-(ADP-D-ribosyl)-L-arginine
m01743	D-ribulose
m00461	1-acylglycerol-3P-7-hexade
m01458	cholesterol-ester-11-eico
m01782	emem2gacpail heparan sulfate
m02355	L-dopachrome
m02154	hydroxypyruvate
m01443	chloroacetic acid
m02556	naphthalene
m01971	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)
m02186	iso-nLc8Cer
m00393	15-oxoETE
m00432	19-hydroxytestosterone
m01511	cholesterol-STAR
m00861	3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA
m00198	[protein]-L-asparagine
m00170	(S)-3-hydroxy-11-cis-octadecenoyl-CoA
m02920	spermidine dialdehyde
m01204	8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate
m01444	chloroacetyl chloride
m01470	cholesterol-ester-5-tetra
m01365	arginine
m03047	tricosanoyl-CoA
m02824	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate
m00224	1-(1-alkenyl)-sn-glycerol
m00841	3-oxo-11-cis-octadecenoyl-CoA
m02614	nonanoic acid
m00701	3(S)-hydroxy-13-cis-docosenoyl-CoA
m02514	N4-acetylaminobutanal
m02762	pregnenolone sulfate
m02926	spermine
m02107	heptanoyl-CoA
m01456	cholesterol-ester-11,14-eicosa
m01424	CDP
m01302	aflatoxin Q1
m01641	D-aspartate
m00785	3-hydroxyisobutyryl-CoA
m01056	5,6-epoxy,(18R)-HEPE
m00590	20-hydroxy-5S-HETE
m00496	1-acylglycerol-3P-palm
m03029	trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA
m01277	acyl-CoA-LD-TG3 pool
m02759	PPi
m00145	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)
m02652	omega-COOH-tetranor-LTE3-CoA
m02203	keratan sulfate I biosynthesis, precursor 11
m00097	(5-L-glutamyl)-L-amino acid
m01493	cholesterol-ester-gamma-lin
m00572	2,3-diketo-5-methylthiopentyl-1-phosphate
m02460	melatonin
m00689	3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA
m02054	heparan sulfate proteoglycan
m02436	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)
m02204	keratan sulfate I biosynthesis, precursor 12
m01869	G00021
m01868	G00020
m01870	G00022
m00083	(3S)-3-hydroxylinoleoyl-CoA
m01939	GAP
m01625	cyclic-3-hydroxymelatonin
m01096	5-carboxy-alpha-chromanol
m01039	5(S)-HEPE
m01145	6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate
m01461	cholesterol-ester-13,16-docosa
m01433	cGMP
m00237	1,2-diacylglycerol-LD-PI pool
m01516	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3
m01515	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2
m01845	fructose-6-phosphate
m01905	GA2
m00349	13-cis-retinal
m00974	4-bromophenol
m02370	leukotriene F4
m01600	cobamide-coenzyme
m01500	cholesterol-ester-linolen
m01952	gentisate aldehyde
m00935	4(R)-hydroxy-dodec-(6Z)-enoate
m02898	S-farnesyl-protein
m01333	aminochrome-O-semiquinone
m00744	3,8-LD1
m02414	LPL
m00112	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine
m01396	bilirubin
m03114	UMP
m03132	V3Fuc,III3Fuc-nLc6Cer
m01583	cis-erucic acid
m02799	prostaglandin-PGE2-3-glyceryl ester
m01167	6-oxo-prostaglandin E1
m02187	isopentenyl-pPP
m01647	debrisoquin
m01360	apppA
m01986	glycine
m00552	1-phosphatidyl-1D-myo-inositol-3-phosphate
m02492	myo-inositol-hexakisphosphate
m01170	6-pyruvoyltetrahydropterin
m01348	apelin-13
m02026	GSH
m02928	sphinganine-1-phosphate
m01761	D-xylulose-5-phosphate
m00076	(2R,6R,10R)-trimethyl-hendecanoyl-CoA
m01645	dCTP
m01767	ecgonine-methyl ester
m00972	4-bromo-3,5-cyclohexadiene-1,2-dione
m00651	2-hydroxyestrone-1-S-glutathione
m00859	3-oxo-dihomo-gamma-linolenoyl-CoA
m00236	1,2-diacylglycerol-LD-PE pool
m02708	peptidyl-L-lysyl-peptide
m01256	acetone
m01027	4-oxo-2-nonenal
m00583	20-COOH-10,11-dihydro-LTB4
m01087	5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol
m01459	cholesterol-ester-12,15,18,21-tetracosa
m02728	phosphatidate-LD-PC pool
m01218	9,10-12,13-diepoxy-octadecanoate
m00655	2-hydroxyphytanoyl-CoA
m02884	sedoheptulose-7-phosphate
m00212	[protein]-N6,N6-dimethyl-L-lysine
m03051	tridecylic acid
m02530	N-acetyl-L-alanine
m00920	3-sulfopyruvate
m00431	19-hydroxyandrostenedione
m00185	[apocarboxlase]
m02244	keratan sulfate I, degradation product 16
m02245	keratan sulfate I, degradation product 17
m02242	keratan sulfate I, degradation product 14
m02243	keratan sulfate I, degradation product 15
m02240	keratan sulfate I, degradation product 12
m02241	keratan sulfate I, degradation product 13
m02238	keratan sulfate I, degradation product 10
m02239	keratan sulfate I, degradation product 11
m02443	malonyl-carnitin
m02936	starch structure 1
m02246	keratan sulfate I, degradation product 18
m00615	25(R)TetraHCA-CoA
m00429	18-hydroxycorticosterone
m00481	1-acylglycerol-3P-heptade
m02673	paclitaxel
m00113	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA
m00040	(2E)-docosenoyl-CoA
m02764	presqualene-PP
m01688	dGTP
m00333	12-oxo-c-LTB3
m02901	S-glutathionyl-ethacrynic acid
m02774	propanoyl-CoA
m01491	cholesterol-ester-docosa
m02724	phenylalanine
m02778	prostaglandin B1
m02779	prostaglandin B2
m01121	5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA
m01659	dehydroepiandrosterone sulfate
m02494	myristic acid
m00238	1,2-diacylglycerol-LD-PS pool
m00475	1-acylglycerol-3P-CL pool
m00376	15(S)-HEPE
m00470	1-acylglycerol-3P-9-octade
m02236	keratan sulfate I biosynthesis, precursor 9
m01573	cis-(3S)-hydroxytetradec-5-enoyl-CoA
m02232	keratan sulfate I biosynthesis, precursor 5
m00914	3-phosphonooxypyruvate
m01157	6-amino-2-oxohexanoate
m02233	keratan sulfate I biosynthesis, precursor 6
m02201	keratan sulfate I biosynthesis, precursor 1
m00430	19(S)-HETE
m02223	keratan sulfate I biosynthesis, precursor 3
m02212	keratan sulfate I biosynthesis, precursor 2
m01928	gamma-glutamylglutathione
m00811	3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA
m00663	2-methylbutyryl-CoA
m01394	betaine_aldehyde
m02465	mesaconate
m02889	selenocysteine
m02279	keratan sulfate II (core 2-linked), degradation product 1
m02280	keratan sulfate II (core 2-linked), degradation product 2
m02281	keratan sulfate II (core 2-linked), degradation product 3
m01540	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2
m00562	2(R),6-dimethyl-heptanoyl-CoA
m02284	keratan sulfate II (core 2-linked), degradation product 6
m02285	keratan sulfate II (core 2-linked), degradation product 7
m02286	keratan sulfate II (core 2-linked), degradation product 8
m02287	keratan sulfate II (core 2-linked), degradation product 9
m01465	cholesterol-ester-15-tetra
m01837	formylglutathione
m01130	5-phosphoribosyl-4-carboxy-5-aminoimidazole
m01235	9-eicosenoic acid
m00285	11beta-hydroxyprogesterone
m02207	keratan sulfate I biosynthesis, precursor 15
m01047	5,12,20-TriHETE
m00382	15-deoxy-delta-12,14-PGD2
m02427	lysosomal-enzyme-D-mannose
m00320	12-epi-LTB4
m01696	dihomo-gamma-linolenate
m00762	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein
m00092	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine
m00600	20-oxo-LTB4
m02537	N-acetyl-L-glutamate-5-phosphate
m00452	1-acylglycerol-3P-5,8,11,14,17-eico
m02161	IDP
m00318	12,20-diHETE
m01250	acetamidopropanal
m02157	hypotaurine
m00332	12-oxo-20-trihydroxy-LTB4
m02687	pentadecanoyl-[ACP]
m00745	3alpha,12alpha-dihydroxy-5beta-cholanate
m02159	hypoxanthine
m00573	2,3-diketo-L-gulonate
m01808	fatty acid-LD-PC pool
m00194	[protein C terminal]-S-farnesyl-L-cysteine
m01038	5(S),6(S)-epoxy-15(R)-HEPE
m01123	5-oxo-12-HETE
m00254	10,11-dihydro-12R-hydroxy-LTC4
m00656	2-lysolecithin pool
m02637	octadecatrienoylcarnitine
m01137	5-S-glutathionyl-dopachrome hydroquinone
m03082	tRNA(val)
m02826	rac-5,6-epoxy-retinoyl-beta-D-glucuronide
m00210	[protein]-N6-(octanoyl)lysine
m03123	uridine
m01025	4-oxo-1-(3-pyridyl)-1-butanone
m00889	3-oxononanoyl-CoA
m00126	(9E)-octadecenoylcarnitine
m01532	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1
m02917	sorbitol-3-phosphate
m00316	12,15,18,21-tetracosatetraenoylcarnitine
m02372	L-fucose-1-phosphate
m00693	3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate
m00407	17alpha-hydroxypregnenolone sulfate
m00183	(S)-hydroxyoctanoyl-CoA
m01019	4-nitrocatechol
m01330	alpha-tocotrienol
m02883	sedoheptulose-1,7-bisphosphate
m00993	4-hydroxy-all-trans-retinoate
m02143	hydrobromic acid
m01755	dUMP
m00639	2-deoxy-D-ribose-1-phosphate
m00021	(13Z,16Z)-docosadienoic acid
m02647	oleoyl-CoA
m02535	N-acetyl-L-glutamate 5-semialdehyde
m00969	4-aminobutanal
m01329	alpha-tocopheryl quinone
m03063	tRNA(ala)
m02880	sarcosine
m03078	tRNA(ser)
m00559	1-pyrroline-5-carboxylate
m01311	alkyl-glycerone-3-phosphate
m03138	VI3NeuAc-nLc6Cer
m01974	glutamate
m02990	thioredoxin
m00163	(R)-4-phosphopantothenoyl-cysteine
m00837	3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate
m02741	phosphopantetheine
m01327	alpha-tocopherol
m00832	3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA
m00553	1-phosphatidyl-1D-myo-inositol-4-phosphate
m02603	N-methylsalsolinol
m02719	phenylacetaldehyde
m03126	uroporphyrin III
m00485	1-acylglycerol-3P-LD-PC pool
m01326	alpha-pinene-oxide
m00399	16alpha-hydroxydehydroepiandrosterone
m00435	1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene
m01694	digalactosylceramide
m02717	PGP-CL pool
m01764	dynorphin A-(6-8)
m03084	tRNA-guanine
m02555	NADPH
m01094	5beta-cholestane-3alpha,7alpha,27-triol
m00670	2-oxoadipate
m02604	N-methylserotonin
m02131	HMG-CoA
m02332	lactose
m01015	4-methyl-pentanoyl-CoA
m01434	chenodeoxycholoyl-CoA
m01505	cholesterol-ester-palmn
m02842	riboflavin
m03124	urocanate
m02482	Mg2+
m03096	type III A glycolipid
m01788	estriol
